MonthClaimed,VehiclePrice,FraudFound_P,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,AccidentArea_IsUrban,Sex_IsMale,Fault_IsPolicyholder,PoliceReportFiled_IsYes,WitnessPresent_IsYes,AgentType_IsExternal,isWithinAgeRange_IsTrue,Make_Accura,Make_BMW,Make_Chevrolet,Make_Dodge,Make_Ford,Make_Honda,Make_Jaguar,Make_Lexus,Make_Mazda,Make_Mecedes,Make_Mercury,Make_Nisson,Make_Pontiac,Make_Porche,Make_Saab,Make_Saturn,Make_Toyota,Make_VW,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widow,PolicyType_Sedan - All Perils,PolicyType_Sedan - Collision,PolicyType_Sedan - Liability,PolicyType_Sport - All Perils,PolicyType_Sport - Collision,PolicyType_Utility - All Perils,PolicyType_Utility - Collision,PolicyType_Utility - Liability,Make_Ferrari,PolicyType_Sport - Liability,Normalised_Age
2.0,5.0,1,1.0,1.0,4.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1.8443723993699381
9.0,1.0,0,1.0,1.0,4.0,2.0,0.0,7.0,5.0,0.0,0.0,2.0,0.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.5894751620520359
9.0,1.0,0,1.0,1.0,4.0,2.0,2.0,5.0,3.0,2.0,0.0,0.0,2.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-0.9519616268485477
9.0,1.0,0,1.0,0.0,4.0,2.0,1.0,5.0,3.0,3.0,0.0,0.0,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-1.1142181309433459
8.0,1.0,0,1.0,0.0,4.0,2.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.38406386251675373
0.0,1.0,0,1.0,1.0,4.0,2.0,0.0,6.0,3.0,2.0,0.0,0.0,2.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.6274486186589512
9.0,1.0,0,1.0,0.0,4.0,2.0,1.0,7.0,4.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.1838339018150402
11.0,2.0,0,1.0,1.0,4.0,2.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.7085768707063503
6.0,2.0,1,1.0,1.0,4.0,2.0,2.0,6.0,4.0,0.0,0.0,0.0,2.0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.021577397720241934
11.0,2.0,0,1.0,3.0,4.0,2.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.9951164222890315
6.0,1.0,0,1.0,3.0,4.0,2.0,2.0,6.0,6.0,3.0,0.0,0.0,2.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1.319629430478628
2.0,3.0,0,1.0,0.0,0.0,0.0,3.0,6.0,4.0,1.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.1838339018150402
5.0,5.0,0,1.0,3.0,4.0,2.0,2.0,1.0,2.0,3.0,0.0,0.0,2.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-1.6009876432277408
4.0,2.0,0,1.0,0.0,4.0,2.0,1.0,7.0,5.0,1.0,0.0,0.0,1.0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.670603414099435
1.0,0.0,0,1.0,2.0,4.0,2.0,2.0,4.0,3.0,1.0,0.0,0.0,2.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1.1142181309433459
9.0,1.0,0,1.0,0.0,4.0,2.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-0.4651921145641529
4.0,1.0,0,1.0,1.0,4.0,2.0,0.0,6.0,4.0,0.0,0.0,0.0,2.0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.30293561046935463
8.0,1.0,0,1.0,3.0,3.0,2.0,2.0,4.0,3.0,1.0,0.0,0.0,0.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.7085768707063503
1.0,1.0,0,1.0,0.0,4.0,2.0,0.0,7.0,5.0,1.0,0.0,0.0,1.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.5083469100046367
0.0,1.0,0,1.0,2.0,4.0,2.0,0.0,5.0,3.0,0.0,0.0,0.0,2.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-1.1142181309433459
9.0,1.0,0,1.0,3.0,4.0,2.0,3.0,5.0,3.0,3.0,0.0,0.0,2.0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-0.9519616268485477
2.0,1.0,0,1.0,0.0,4.0,2.0,0.0,7.0,6.0,2.0,0.0,0.0,1.0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.9686554468578212
3.0,1.0,0,1.0,2.0,4.0,2.0,3.0,5.0,3.0,1.0,0.0,0.0,1.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.7897051227537495
8.0,1.0,1,1.0,0.0,4.0,2.0,1.0,6.0,3.0,1.0,0.0,0.0,1.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-0.4651921145641529
0.0,1.0,0,1.0,3.0,4.0,2.0,2.0,5.0,3.0,0.0,0.0,0.0,1.0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-1.1953463829907451
1.0,2.0,0,1.0,0.0,4.0,2.0,0.0,7.0,5.0,3.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0762446743364307
4.0,2.0,1,3.0,3.0,4.0,2.0,0.0,7.0,4.0,0.0,0.0,0.0,2.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.2649621538624393
3.0,1.0,0,1.0,1.0,4.0,2.0,2.0,5.0,3.0,1.0,0.0,0.0,1.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-1.0330898788959468
4.0,2.0,0,1.0,3.0,4.0,2.0,1.0,6.0,4.0,0.0,0.0,0.0,1.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-0.30293561046935463
6.0,1.0,0,1.0,2.0,4.0,2.0,2.0,6.0,4.0,0.0,0.0,0.0,1.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.22180735842195548
3.0,1.0,0,1.0,2.0,4.0,2.0,2.0,5.0,4.0,0.0,0.0,0.0,2.0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.059550854327157204
4.0,1.0,0,1.0,2.0,4.0,2.0,3.0,6.0,4.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-0.30293561046935463
4.0,1.0,0,1.0,2.0,4.0,2.0,2.0,5.0,3.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.9519616268485477
7.0,1.0,0,3.0,1.0,4.0,2.0,2.0,6.0,5.0,2.0,4.0,1.0,1.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0762446743364307
2.0,5.0,0,1.0,3.0,4.0,2.0,3.0,7.0,6.0,3.0,0.0,0.0,0.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.238501178431229
9.0,1.0,0,1.0,2.0,4.0,2.0,1.0,6.0,3.0,2.0,0.0,2.0,0.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-1.1142181309433459
8.0,2.0,0,1.0,0.0,4.0,2.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.6274486186589512
6.0,2.0,0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,1.0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-1.68211589527514
11.0,2.0,0,1.0,2.0,4.0,2.0,2.0,7.0,4.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-0.14067910637455633
2.0,1.0,0,1.0,0.0,4.0,2.0,0.0,5.0,3.0,0.0,0.0,0.0,2.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.8708333748011485
2.0,1.0,0,1.0,0.0,4.0,2.0,0.0,7.0,5.0,3.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.0762446743364307
6.0,2.0,0,1.0,3.0,4.0,2.0,1.0,7.0,4.0,2.0,0.0,0.0,1.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.2649621538624393
4.0,2.0,0,1.0,1.0,4.0,2.0,3.0,6.0,7.0,0.0,0.0,0.0,1.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3.1855792275688084
4.0,3.0,0,1.0,3.0,4.0,2.0,2.0,6.0,3.0,3.0,0.0,0.0,1.0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-0.546320366611552
7.0,1.0,0,1.0,2.0,4.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1.4387311391329425
1.0,1.0,0,1.0,1.0,4.0,2.0,2.0,5.0,3.0,1.0,0.0,0.0,2.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-1.0330898788959468
1.0,2.0,0,1.0,3.0,4.0,2.0,2.0,6.0,3.0,3.0,4.0,1.0,1.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.7085768707063503
3.0,1.0,0,1.0,1.0,4.0,2.0,1.0,6.0,4.0,3.0,0.0,0.0,0.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.14067910637455633
6.0,1.0,0,1.0,1.0,4.0,2.0,2.0,7.0,7.0,3.0,0.0,0.0,0.0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2.455424959142216
10.0,2.0,0,1.0,1.0,4.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.14067910637455633
10.0,0.0,0,1.0,2.0,4.0,2.0,2.0,6.0,4.0,0.0,0.0,0.0,1.0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.38406386251675373
10.0,2.0,0,1.0,2.0,4.0,2.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.2649621538624393
7.0,5.0,1,1.0,0.0,4.0,2.0,0.0,5.0,3.0,3.0,0.0,0.0,0.0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.7085768707063503
3.0,1.0,0,1.0,3.0,4.0,2.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-0.14067910637455633
2.0,1.0,0,2.0,3.0,4.0,2.0,0.0,6.0,5.0,1.0,3.0,1.0,2.0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.15737292638383
3.0,1.0,0,1.0,3.0,4.0,2.0,2.0,7.0,5.0,3.0,0.0,0.0,1.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0762446743364307
3.0,1.0,0,1.0,0.0,4.0,2.0,1.0,5.0,4.0,2.0,0.0,0.0,2.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.1838339018150402
0.0,1.0,0,1.0,1.0,4.0,2.0,3.0,6.0,3.0,0.0,0.0,0.0,1.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-0.9519616268485477
10.0,2.0,0,1.0,0.0,4.0,2.0,3.0,5.0,5.0,3.0,0.0,0.0,1.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.8328599181942333
9.0,3.0,0,1.0,3.0,4.0,2.0,0.0,7.0,7.0,2.0,0.0,0.0,1.0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2.374296707094817
10.0,2.0,0,1.0,2.0,4.0,2.0,2.0,5.0,3.0,3.0,0.0,0.0,2.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.8708333748011485
2.0,2.0,0,1.0,3.0,4.0,2.0,2.0,6.0,4.0,1.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.10270564976764107
11.0,1.0,0,1.0,3.0,4.0,2.0,0.0,6.0,4.0,1.0,4.0,1.0,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.021577397720241934
9.0,3.0,0,1.0,1.0,4.0,2.0,1.0,6.0,4.0,1.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.34609040590983847
7.0,1.0,0,1.0,1.0,4.0,2.0,2.0,7.0,6.0,3.0,0.0,0.0,1.0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.6441424386682246
4.0,1.0,0,2.0,3.0,4.0,2.0,3.0,7.0,4.0,2.0,3.0,0.0,0.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-0.14067910637455633
5.0,1.0,0,1.0,1.0,4.0,2.0,1.0,7.0,6.0,0.0,0.0,0.0,1.0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.5630141866208256
2.0,2.0,0,1.0,0.0,4.0,2.0,1.0,7.0,6.0,3.0,0.0,0.0,1.0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.5630141866208256
